desc,precio,plu,precio x unidad,link,rubro,fecha
Alguicida clasico mantenimiento pot 1  lt,61.95,29880,,http://www.cotodigital.com.ar/s.asp?id=29880,Aire Libre,2014-02-22
Alguicida plus de choque bot 1 lt,88.7,29879,,http://www.cotodigital.com.ar/s.asp?id=29879,Aire Libre,2014-02-22
Boya dosificadora HTH CLOROTEC chica,48.05,79640,,http://www.cotodigital.com.ar/s.asp?id=79640,Aire Libre,2014-02-22
Boya dosificadora HTH CLOROTEC satelite,88.7,29885,,http://www.cotodigital.com.ar/s.asp?id=29885,Aire Libre,2014-02-22
Clarificador HTH CLOROTEC clasico bot 1 ltr,54.47,29882,,http://www.cotodigital.com.ar/s.asp?id=29882,Aire Libre,2014-02-22
Cloro FRESH CLOR pastillas chicas pot 1 kg,96.19,34419,,http://www.cotodigital.com.ar/s.asp?id=34419,Aire Libre,2014-02-22
Cloro HTH CLOROTEC clarificador plus bot 1 ltr,82.29,34425,,http://www.cotodigital.com.ar/s.asp?id=34425,Aire Libre,2014-02-22
Cloro HTH CLOROTEC pastillas grandes bal 4 kg,571.39,79636,,http://www.cotodigital.com.ar/s.asp?id=79636,Aire Libre,2014-02-22
Cloro HTH CLOROTEC pastillas grandes pot 1 kg,157.19,29876,,http://www.cotodigital.com.ar/s.asp?id=29876,Aire Libre,2014-02-22
Cloro HTH CLOROTEC pastillas triple accion bal 4 kg,572.35,98956,,http://www.cotodigital.com.ar/s.asp?id=98956,Aire Libre,2014-02-22
Cloro HTH CLOROTEC pastillas triple accion pot 1 kg,157.19,46526,,http://www.cotodigital.com.ar/s.asp?id=46526,Aire Libre,2014-02-22
Cloro HTH CLOROTEC shock bal 4 kg,463.2,79634,,http://www.cotodigital.com.ar/s.asp?id=79634,Aire Libre,2014-02-22
Cloro HTH CLOROTEC shock granuldo dis instanea pot 1 kg,122.95,29877,,http://www.cotodigital.com.ar/s.asp?id=29877,Aire Libre,2014-02-22
Cloro HTH CLOROTEC tecnico granulado pot 1 kg,136.85,29878,,http://www.cotodigital.com.ar/s.asp?id=29878,Aire Libre,2014-02-22
Cloro shock instantaneo FRESH CLOR pot 1 kg,109.03,27922,,http://www.cotodigital.com.ar/s.asp?id=27922,Aire Libre,2014-02-22
Flotador magico 1.60 x 6.5 varios colores . .,24.9,182100,,http://www.cotodigital.com.ar/s.asp?id=182100,Aire Libre,2014-02-22
Manguera riego 1/2 pulgada 15 mts,53.39,165008,,http://www.cotodigital.com.ar/s.asp?id=165008,Aire Libre,2014-02-22
Manguera riego msz 3/4 x 15 mts,106.89,165004,,http://www.cotodigital.com.ar/s.asp?id=165004,Aire Libre,2014-02-22
Manguera riego reforzada mr 1/2 x 20 mts,153.97,165009,,http://www.cotodigital.com.ar/s.asp?id=165009,Aire Libre,2014-02-22
Manguera riego standar ms 1/2 x 20 mts,106.89,165012,,http://www.cotodigital.com.ar/s.asp?id=165012,Aire Libre,2014-02-22
Mesa práctica c/4 banquetas - azul . . .,579,213402,,http://www.cotodigital.com.ar/s.asp?id=213402,Aire Libre,2014-02-22
Pileta de lona 189 x 130 x 42 cm 1000 litros,614.19,171158,,http://www.cotodigital.com.ar/s.asp?id=171158,Aire Libre,2014-02-22
Pileta inflable p/bebe 2 anillos  61 x 15,34.9,182210,,http://www.cotodigital.com.ar/s.asp?id=182210,Aire Libre,2014-02-22
Saca hojas HTH CLOROTEC con mango 1.86 mts,103.69,29886,,http://www.cotodigital.com.ar/s.asp?id=29886,Aire Libre,2014-02-22
Salvavida neumatico 91 cm,34.9,162475,,http://www.cotodigital.com.ar/s.asp?id=162475,Aire Libre,2014-02-22
Tabla de barrenar 33 pulgadas,96.19,129501,,http://www.cotodigital.com.ar/s.asp?id=129501,Aire Libre,2014-02-22
Tabla de barrenar 37 pulgadas,106.89,1295,,http://www.cotodigital.com.ar/s.asp?id=1295,Aire Libre,2014-02-22
Almohada de viaje intex . . .,31.99,245900,,http://www.cotodigital.com.ar/s.asp?id=245900,Camping,2014-02-22
Almohada inflable niños surtido . . .,31.99,245901,,http://www.cotodigital.com.ar/s.asp?id=245901,Camping,2014-02-22
Balde camping plegable 6l . . .,24.9,216632,,http://www.cotodigital.com.ar/s.asp?id=216632,Camping,2014-02-22
Banqueta alum. camping pleg. 40x35x42 cm. . . .,138.03,254522,,http://www.cotodigital.com.ar/s.asp?id=254522,Camping,2014-02-22
Banquito plastico kitty . . .,69.45,244404,,http://www.cotodigital.com.ar/s.asp?id=244404,Camping,2014-02-22
Banquito plastico spiderman . . .,69.45,244406,,http://www.cotodigital.com.ar/s.asp?id=244406,Camping,2014-02-22
Bolsa de dormir angry birds . . . .,341.33,251035,,http://www.cotodigital.com.ar/s.asp?id=251035,Camping,2014-02-22
Bolsa de dormir hello kitty . . .,341.33,233630,,http://www.cotodigital.com.ar/s.asp?id=233630,Camping,2014-02-22
Bolsa de dormir mummy 210 x 80 x 50 cm,373.43,221717,,http://www.cotodigital.com.ar/s.asp?id=221717,Camping,2014-02-22
Bolsa de dormir princesas . . .,341.33,217584,,http://www.cotodigital.com.ar/s.asp?id=217584,Camping,2014-02-22
Bolsa de dormir spiderman . . .,341.33,233631,,http://www.cotodigital.com.ar/s.asp?id=233631,Camping,2014-02-22
Bolsa de dormir top camping 190 x 75 cm,138.03,129502,,http://www.cotodigital.com.ar/s.asp?id=129502,Camping,2014-02-22
Bolsa de dormir top camping junior 140 x 60 cm,127.33,129503,,http://www.cotodigital.com.ar/s.asp?id=129503,Camping,2014-02-22
Bolsa de dormir top camping mummy 230 x 8 x 55 cm,138.03,129504,,http://www.cotodigital.com.ar/s.asp?id=129504,Camping,2014-02-22
Bolso termico c/parrilla por p/camp 16 lt . . .,266.43,221718,,http://www.cotodigital.com.ar/s.asp?id=221718,Camping,2014-02-22
Calent.enlz     a-400 .,116.63,43507,,http://www.cotodigital.com.ar/s.asp?id=43507,Camping,2014-02-22
Calentador de inmersion 12v . . .,90.85,236914,,http://www.cotodigital.com.ar/s.asp?id=236914,Camping,2014-02-22
Calentador plus c/enc electró y estuche . . .,266.43,231005,,http://www.cotodigital.com.ar/s.asp?id=231005,Camping,2014-02-22
Calentador trip plus c/enc elect y bolso . . .,319.93,231004,,http://www.cotodigital.com.ar/s.asp?id=231004,Camping,2014-02-22
Camping kit 5 en 1 . . . .,69.9,216620,,http://www.cotodigital.com.ar/s.asp?id=216620,Camping,2014-02-22
Canasta camping 47x29x24 cm. . . .,287.83,254525,,http://www.cotodigital.com.ar/s.asp?id=254525,Camping,2014-02-22
Carpa angry birds . . . .,384.13,251036,,http://www.cotodigital.com.ar/s.asp?id=251036,Camping,2014-02-22
Carpa hello kitty,384.13,233632,,http://www.cotodigital.com.ar/s.asp?id=233632,Camping,2014-02-22
Carpa playera pop up 200x120x130cm . . .,191.53,237225,,http://www.cotodigital.com.ar/s.asp?id=237225,Camping,2014-02-22
Carpa playera top camping 250 x 120 x 120 cm,159.43,129505,,http://www.cotodigital.com.ar/s.asp?id=129505,Camping,2014-02-22
Carpa pop up 120x220x95cm . . .,349,237228,,http://www.cotodigital.com.ar/s.asp?id=237228,Camping,2014-02-22
Carpa princesas,384.13,217588,,http://www.cotodigital.com.ar/s.asp?id=217588,Camping,2014-02-22
Carpa spiderman . . .,384.13,233633,,http://www.cotodigital.com.ar/s.asp?id=233633,Camping,2014-02-22
Carpa top camping 2 personas ancho 1.20 prof 2 x h 1 mt,212.93,129507,,http://www.cotodigital.com.ar/s.asp?id=129507,Camping,2014-02-22
Carpa top camping 3 personas 310 x 210 x 130 cm,533.93,129508,,http://www.cotodigital.com.ar/s.asp?id=129508,Camping,2014-02-22
Antiparra para nadar sport,15.95,161799,,http://www.cotodigital.com.ar/s.asp?id=161799,Deportes,2014-02-22
Antiparras para nadar splash style - 21009 . . .,24.5,201226,,http://www.cotodigital.com.ar/s.asp?id=201226,Deportes,2014-02-22
Antivibrador wilson surtido . . .,69.45,250944,,http://www.cotodigital.com.ar/s.asp?id=250944,Deportes,2014-02-22
Aro basket comp c volcada . . .,170.13,216284,,http://www.cotodigital.com.ar/s.asp?id=216284,Deportes,2014-02-22
Aro de basket nº7 . . . .,159.43,252167,,http://www.cotodigital.com.ar/s.asp?id=252167,Deportes,2014-02-22
Aro de basket nº7 con volcada . . .,191.53,252166,,http://www.cotodigital.com.ar/s.asp?id=252166,Deportes,2014-02-22
Banco abdominal mtdp-206 . . .,961.93,216385,,http://www.cotodigital.com.ar/s.asp?id=216385,Deportes,2014-02-22
Banda con tobillera . . . .,85.49,218935,,http://www.cotodigital.com.ar/s.asp?id=218935,Deportes,2014-02-22
Banda en forma de ocho . . .,106.89,218936,,http://www.cotodigital.com.ar/s.asp?id=218936,Deportes,2014-02-22
Banda larga economica . . . .,170.13,218937,,http://www.cotodigital.com.ar/s.asp?id=218937,Deportes,2014-02-22
Banda redonda . . . .,80.15,219533,,http://www.cotodigital.com.ar/s.asp?id=219533,Deportes,2014-02-22
Barral para ejercicios TOP FITNESS,266.43,200896,,http://www.cotodigital.com.ar/s.asp?id=200896,Deportes,2014-02-22
Bicicleta fija de ejercicio manual 79x46x111 cm.,1068.93,223559,,http://www.cotodigital.com.ar/s.asp?id=223559,Deportes,2014-02-22
Bicicleta magnetica con computadora,2799,183840,,http://www.cotodigital.com.ar/s.asp?id=183840,Deportes,2014-02-22
Bicicleta plegable mtdp-652-b-1 . . .,2459.93,209954,,http://www.cotodigital.com.ar/s.asp?id=209954,Deportes,2014-02-22
Body gel frio . . . .,48.05,205547,,http://www.cotodigital.com.ar/s.asp?id=205547,Deportes,2014-02-22
Bolsa de hielo y agua caliente . . .,159.43,230891,,http://www.cotodigital.com.ar/s.asp?id=230891,Deportes,2014-02-22
Bolso raquetero wilson triple . . .,480.43,250940,,http://www.cotodigital.com.ar/s.asp?id=250940,Deportes,2014-02-22
Bote inflable 234 cm x 135 cm,480.43,161797,,http://www.cotodigital.com.ar/s.asp?id=161797,Deportes,2014-02-22
Calza lycra t l . . . .,255.73,205545,,http://www.cotodigital.com.ar/s.asp?id=205545,Deportes,2014-02-22
Calza lycra t m . . . .,255.73,205544,,http://www.cotodigital.com.ar/s.asp?id=205544,Deportes,2014-02-22
Calza lycra t xl . . . .,255.73,205546,,http://www.cotodigital.com.ar/s.asp?id=205546,Deportes,2014-02-22
Calza reductora de neoprene  t2 . . .,373.43,230888,,http://www.cotodigital.com.ar/s.asp?id=230888,Deportes,2014-02-22
Calza reductora de neoprene  t4 . . .,373.43,230890,,http://www.cotodigital.com.ar/s.asp?id=230890,Deportes,2014-02-22
Calza reductora de neoprene t3 . . .,373.43,230889,,http://www.cotodigital.com.ar/s.asp?id=230889,Deportes,2014-02-22
Calza termica larga de hombre l . . .,341.33,253716,,http://www.cotodigital.com.ar/s.asp?id=253716,Deportes,2014-02-22
Calza termica larga de hombre m . . .,341.33,253723,,http://www.cotodigital.com.ar/s.asp?id=253723,Deportes,2014-02-22
Calza termica larga de mujer l . . .,352.03,253717,,http://www.cotodigital.com.ar/s.asp?id=253717,Deportes,2014-02-22
Calza termica larga de mujer m . . .,352.03,253724,,http://www.cotodigital.com.ar/s.asp?id=253724,Deportes,2014-02-22
Camara d/bicicl rodado 26   . . .,88.7,110746,,http://www.cotodigital.com.ar/s.asp?id=110746,Deportes,2014-02-22
Hamburguesa de soja VEGETALEX sin sal agregada cja 4 uni,20.79,131825,Precio por cada  1  Kilo :  $69.3,http://www.cotodigital.com.ar/s.asp?id=131825,Alimentos de Soja,2014-02-22
Milanesa de soja COTO cja 4 unid x 340 grm,14.29,241997,Precio por cada  1  Kilo :  $42.02,http://www.cotodigital.com.ar/s.asp?id=241997,Alimentos de Soja,2014-02-22
Milanesa de soja granja del sol napolitana cja 330 grm,34.17,252443,Precio por cada  1  Kilo :  $103.54,http://www.cotodigital.com.ar/s.asp?id=252443,Alimentos de Soja,2014-02-22
Milanesa de soja GRANJA DEL SOL tipo casera cja 330 grm,26.13,258818,Precio por cada  1  Unidad :  $6.54,http://www.cotodigital.com.ar/s.asp?id=258818,Alimentos de Soja,2014-02-22
Milanesa de soja GRANJA DEL SOL tipo casera cja 600 grm,47.55,258821,Precio por cada  1  Unidad :  $11.89,http://www.cotodigital.com.ar/s.asp?id=258821,Alimentos de Soja,2014-02-22
Milanesa de soja LUCCHETTI pak 4 uni 290 grm,24.85,256598,Precio por cada  1  Kilo :  $85.69,http://www.cotodigital.com.ar/s.asp?id=256598,Alimentos de Soja,2014-02-22
Milanesa de soja VEGETALEX cebolla paq 340 grm,15.57,241810,Precio por cada  1  Kilo :  $45.79,http://www.cotodigital.com.ar/s.asp?id=241810,Alimentos de Soja,2014-02-22
Milanesa de soja VEGETALEX espinaca y acelga paq 340 grm,15.57,241811,Precio por cada  1  Kilo :  $45.79,http://www.cotodigital.com.ar/s.asp?id=241811,Alimentos de Soja,2014-02-22
Milanesas de soja GRANJA DEL SOL espinaca cja 330 grm,29.33,258817,Precio por cada  1  Unidad :  $7.34,http://www.cotodigital.com.ar/s.asp?id=258817,Alimentos de Soja,2014-02-22
Milanesas de soja MONDO FRIZZATTA ceb/que  cja 380 grm,24.2,216744,Precio por cada  1  Kilo :  $63.68,http://www.cotodigital.com.ar/s.asp?id=216744,Alimentos de Soja,2014-02-22
Milanesas de soja MONDO FRIZZATTA choc/que cja 380 grm,24.2,216679,Precio por cada  1  Kilo :  $63.68,http://www.cotodigital.com.ar/s.asp?id=216679,Alimentos de Soja,2014-02-22
Milanesas de soja MONDO FRIZZATTA esp/qu cja 380 gr 4u,24.2,216307,Precio por cada  1  Kilo :  $63.68,http://www.cotodigital.com.ar/s.asp?id=216307,Alimentos de Soja,2014-02-22
Milanesas de soja MONDO FRIZZATTA jam/que cja 4 380 gr,24.2,215085,Precio por cada  1  Kilo :  $63.68,http://www.cotodigital.com.ar/s.asp?id=215085,Alimentos de Soja,2014-02-22
Milanesas de soja MONDO FRIZZATTA tom/que cja 4 380 gr,24.2,215084,Precio por cada  1  Kilo :  $63.68,http://www.cotodigital.com.ar/s.asp?id=215084,Alimentos de Soja,2014-02-22
Milanesas de soja SWIFT c/oregano cja 330 grm,18.27,248914,Precio por cada  1  Kilo :  $55.36,http://www.cotodigital.com.ar/s.asp?id=248914,Alimentos de Soja,2014-02-22
Milanesas de soja SWIFT clasica cja 330 grm,18.27,248916,Precio por cada  1  Kilo :  $55.36,http://www.cotodigital.com.ar/s.asp?id=248916,Alimentos de Soja,2014-02-22
Milanesas de soja SWIFT espinaca/queso cja 380 grm,23.05,248913,Precio por cada  1  Kilo :  $60.65,http://www.cotodigital.com.ar/s.asp?id=248913,Alimentos de Soja,2014-02-22
Milanesas de soja SWIFT jamon y queso cja 380 grm,23.05,248915,Precio por cada  1  Kilo :  $60.65,http://www.cotodigital.com.ar/s.asp?id=248915,Alimentos de Soja,2014-02-22
Milanesas de soja VEGETALEX con jamon paq 4 uni,15.57,141731,Precio por cada  1  Kilo :  $45.79,http://www.cotodigital.com.ar/s.asp?id=141731,Alimentos de Soja,2014-02-22
Milanesas de soja VEGETALEX sin sal paq 4 uni,14.69,131826,Precio por cada  1  Kilo :  $43.2,http://www.cotodigital.com.ar/s.asp?id=131826,Alimentos de Soja,2014-02-22
Milanesas de soja VEGETALEX tradicional paq 4 uni,15.29,163425,Precio por cada  1  Kilo :  $44.97,http://www.cotodigital.com.ar/s.asp?id=163425,Alimentos de Soja,2014-02-22
Arandanos GERGAL congelados pot 250 grm,26.13,246192,Precio por cada  1  Kilo :  $104.52,http://www.cotodigital.com.ar/s.asp?id=246192,Comidas,2014-02-22
Barrita mozzarella MONDO FRIZZATTA fwp 300 grm,49.5,233610,Precio por cada  1  Kilo :  $165,http://www.cotodigital.com.ar/s.asp?id=233610,Comidas,2014-02-22
Bocadito de carne SWIFT rebozados vacuna 380 grm,29.9,254469,Precio por cada  1  Kilo :  $78.68,http://www.cotodigital.com.ar/s.asp?id=254469,Comidas,2014-02-22
Calzone FAUSTO con cuatro quesos caj 270 grm,35.85,193186,Precio por cada  1  Kilo :  $132.77,http://www.cotodigital.com.ar/s.asp?id=193186,Comidas,2014-02-22
Frambuesas GERGAL congeladas pot 250 grm,33,246197,Precio por cada  1  Kilo :  $132,http://www.cotodigital.com.ar/s.asp?id=246197,Comidas,2014-02-22
Frutillas GERGAL congeladas pot 1 uni,21.73,246191,Precio por cada  1  Kilo :  $86.92,http://www.cotodigital.com.ar/s.asp?id=246191,Comidas,2014-02-22
Medallones verdura VEGETALEX cja 300 grm,20.79,244236,Precio por cada  1  Kilo :  $69.3,http://www.cotodigital.com.ar/s.asp?id=244236,Comidas,2014-02-22
Mix de berries GERGAL congelad pot 1 uni,28.99,246190,Precio por cada  1  Kilo :  $115.96,http://www.cotodigital.com.ar/s.asp?id=246190,Comidas,2014-02-22
Moras GERGAL congeladas pot 1 uni,32.13,246193,Precio por cada  1  Kilo :  $128.52,http://www.cotodigital.com.ar/s.asp?id=246193,Comidas,2014-02-22
Suprema GRANJA DEL SOL espinaca y queso cja 400 grm,45.05,258612,Precio por cada  1  Unidad :  $11.27,http://www.cotodigital.com.ar/s.asp?id=258612,Comidas,2014-02-22
Suprema GRANJA DEL SOL jamon y queso cja 400 grm,45.05,258613,Precio por cada  1  Unidad :  $11.27,http://www.cotodigital.com.ar/s.asp?id=258613,Comidas,2014-02-22
Tortilla MONDO FRIZZATTA espinaca cja 4 uni 375 grm,32.89,229456,Precio por cada  1  Kilo :  $87.7,http://www.cotodigital.com.ar/s.asp?id=229456,Comidas,2014-02-22
Croquetas GRANJA DEL SOL acelga bol 300 grm,25.73,16540,Precio por cada  1  Kilo :  $85.76,http://www.cotodigital.com.ar/s.asp?id=16540,Croquetas,2014-02-22
Croquetas GRANJA DEL SOL brocoli bol 300 grm,25.73,198573,Precio por cada  1  Kilo :  $85.76,http://www.cotodigital.com.ar/s.asp?id=198573,Croquetas,2014-02-22
Calzone de jamon muzzarella y tomate FAUSTO est x 280 grm,48.57,260050,Precio por cada  1  Unidad :  $48.57,http://www.cotodigital.com.ar/s.asp?id=260050,Empanadas y tartas,2014-02-22
Empanada de pollo cong x 6 uni COTO paq 500 grm,42.37,231387,Precio por cada  1  Kilo :  $84.74,http://www.cotodigital.com.ar/s.asp?id=231387,Empanadas y tartas,2014-02-22
Empanadas CANAAN china bja 6 uni 300 grm,31.89,1525,Precio por cada  1  Kilo :  $106.3,http://www.cotodigital.com.ar/s.asp?id=1525,Empanadas y tartas,2014-02-22
Empanadas carne cong x 6 uni COTO paq 500 grm,42.37,231386,Precio por cada  1  Kilo :  $84.74,http://www.cotodigital.com.ar/s.asp?id=231386,Empanadas y tartas,2014-02-22
Empanadas j y q cong x 6 uni COTO paq 500 grm,42.37,231384,Precio por cada  1  Kilo :  $84.74,http://www.cotodigital.com.ar/s.asp?id=231384,Empanadas y tartas,2014-02-22
Tarta FAUSTO individual jamon y queso cja 270 grm,29.7,205152,Precio por cada  1  Kilo :  $110,http://www.cotodigital.com.ar/s.asp?id=205152,Empanadas y tartas,2014-02-22
Tarta FAUSTO pollo est 280 grm,46.75,260052,Precio por cada  1  Kilo escurrido:  $166.96,http://www.cotodigital.com.ar/s.asp?id=260052,Empanadas y tartas,2014-02-22
Tarta FAUSTO verdura est 280 grm,30.15,260051,Precio por cada  1  Unidad :  $30.15,http://www.cotodigital.com.ar/s.asp?id=260051,Empanadas y tartas,2014-02-22
Tarta FAUSTO zapallito est 280 grm,36.47,260053,Precio por cada  1  Kilo escurrido:  $130.25,http://www.cotodigital.com.ar/s.asp?id=260053,Empanadas y tartas,2014-02-22
Hamburguesa de pollo cong,39.9,46736,Precio por cada  1  Kilogramo escurrido:  $39.9,http://www.cotodigital.com.ar/s.asp?id=46736,Aves,2014-02-22
Hamburguesa  SWIFT parrillera cja 4 uni 332 grm,26.25,7370,Precio por cada  1  Kilo :  $79.06,http://www.cotodigital.com.ar/s.asp?id=7370,Carnes,2014-02-22
Hamburguesa COTO cja 4 uni,27.9,231388,Precio por cada  1  Unidad :  $6.98,http://www.cotodigital.com.ar/s.asp?id=231388,Carnes,2014-02-22
Hamburguesa GOOD MARK cja 12 uni 996 grm,97.9,7577,Precio por cada  1  Kilo :  $98.29,http://www.cotodigital.com.ar/s.asp?id=7577,Carnes,2014-02-22
Hamburguesa GOOD MARK cja 20 uni 1660 grm,152.67,7578,Precio por cada  1  Kilo :  $91.97,http://www.cotodigital.com.ar/s.asp?id=7578,Carnes,2014-02-22
Hamburguesa GOOD MARK cja 4 uni 332 grm,32.55,7572,Precio por cada  1  Kilo :  $98.04,http://www.cotodigital.com.ar/s.asp?id=7572,Carnes,2014-02-22
Hamburguesa GOOD MARK especial cja 4 uni 312 grm,28.73,209464,Precio por cada  1  Kilo :  $92.08,http://www.cotodigital.com.ar/s.asp?id=209464,Carnes,2014-02-22
Hamburguesa GOOD MARK light cja 12 uni 996 grm,113.29,4333,Precio por cada  1  Kilo :  $113.74,http://www.cotodigital.com.ar/s.asp?id=4333,Carnes,2014-02-22
Hamburguesa GOOD MARK super cja 4 uni 480 grm,46.53,114326,Precio por cada  1  Kilo :  $96.93,http://www.cotodigital.com.ar/s.asp?id=114326,Carnes,2014-02-22
Hamburguesa LAS LILAS cja 12 uni 996 grm,100.97,100722,Precio por cada  1  Kilo :  $101.37,http://www.cotodigital.com.ar/s.asp?id=100722,Carnes,2014-02-22
Hamburguesa PATY express cja 4 uni 267 grm,23.65,252712,Precio por cada  1  Kilo :  $88.57,http://www.cotodigital.com.ar/s.asp?id=252712,Carnes,2014-02-22
Hamburguesa PATY flw 2 uni 110 grm,8.79,254542,Precio por cada  1  Kilo :  $79.9,http://www.cotodigital.com.ar/s.asp?id=254542,Carnes,2014-02-22
Hamburguesa PATY light t.clasica cja 4 uni 334 grm,33.77,252713,Precio por cada  1  Kilo :  $101.1,http://www.cotodigital.com.ar/s.asp?id=252713,Carnes,2014-02-22
Hamburguesa PATY super t clasica cja 4 uni 500 grm,53.25,252711,Precio por cada  1  Kilo :  $106.5,http://www.cotodigital.com.ar/s.asp?id=252711,Carnes,2014-02-22
Hamburguesa PATY supercongeladas 12uni 1000 grm,75,256463,Precio por cada  1  Kilo :  $75,http://www.cotodigital.com.ar/s.asp?id=256463,Carnes,2014-02-22
Hamburguesa SWIFT clasica cja 12 uni 996 grm,71.5,7362,Precio por cada  1  Kilo :  $71.78,http://www.cotodigital.com.ar/s.asp?id=7362,Carnes,2014-02-22
Hamburguesa VEGETALEX cja 4 uni 300 grm,20.79,85594,Precio por cada  1  Kilo :  $69.3,http://www.cotodigital.com.ar/s.asp?id=85594,Carnes,2014-02-22
Hamburguesas GOOD MARK finitas fwp 2 uni 117 grm,9.79,247099,Precio por cada  1  Kilo :  $85.87,http://www.cotodigital.com.ar/s.asp?id=247099,Carnes,2014-02-22
Medallon  SWIFT cja 20 uni 1660 grm,119.9,25345,Precio por cada  1  Kilo :  $72.22,http://www.cotodigital.com.ar/s.asp?id=25345,Carnes,2014-02-22
Bombon helado FRANUI bañ- chocolate bl.y lech 160 grm,37,257224,Precio por cada  1  Kilo :  $231.25,http://www.cotodigital.com.ar/s.asp?id=257224,Baldes y potes,2014-02-22
Helado COTO banana split pot 500 cc,46.9,42800,Precio por cada  1  Kilo :  $93.8,http://www.cotodigital.com.ar/s.asp?id=42800,Baldes y potes,2014-02-22
Helado COTO choc/amer/ddll bde 1 kg,58.19,233563,Precio por cada  1  Kilogramo :  $58.19,http://www.cotodigital.com.ar/s.asp?id=233563,Baldes y potes,2014-02-22
Helado COTO chocolate pot 500 cc,46.9,42771,Precio por cada  1  Kilo :  $93.8,http://www.cotodigital.com.ar/s.asp?id=42771,Baldes y potes,2014-02-22
Helado COTO chocolate suizo pot 500 cc,46.9,42772,Precio por cada  1  Kilo :  $93.8,http://www.cotodigital.com.ar/s.asp?id=42772,Baldes y potes,2014-02-22
Helado COTO crema americana pot 500 cc,46.9,42773,Precio por cada  1  Kilo :  $93.8,http://www.cotodigital.com.ar/s.asp?id=42773,Baldes y potes,2014-02-22
Helado COTO dulce de leche  granizado pot 500 grm,46.9,42778,Precio por cada  1  Kilo :  $93.8,http://www.cotodigital.com.ar/s.asp?id=42778,Baldes y potes,2014-02-22
Helado COTO dulce de leche  pot 500 grm,46.9,42779,Precio por cada  1  Kilo :  $93.8,http://www.cotodigital.com.ar/s.asp?id=42779,Baldes y potes,2014-02-22
Helado COTO frutilla a la crema pot 500 cc,46.9,42784,Precio por cada  1  Kilo :  $93.8,http://www.cotodigital.com.ar/s.asp?id=42784,Baldes y potes,2014-02-22
Helado COTO frutos del bosque pot 500 cc,46.9,42802,Precio por cada  1  Kilo :  $93.8,http://www.cotodigital.com.ar/s.asp?id=42802,Baldes y potes,2014-02-22
Helado COTO granizado pot 500 cc,46.9,42799,Precio por cada  1  Kilo :  $93.8,http://www.cotodigital.com.ar/s.asp?id=42799,Baldes y potes,2014-02-22
Helado COTO limon al agua pot 500 cc,46.9,42797,Precio por cada  1  Kilo :  $93.8,http://www.cotodigital.com.ar/s.asp?id=42797,Baldes y potes,2014-02-22
Helado COTO vainilla pot 500 cc,46.9,42798,Precio por cada  1  Kilo :  $93.8,http://www.cotodigital.com.ar/s.asp?id=42798,Baldes y potes,2014-02-22
Helado FRIGOR chocolate dulce d/leche y amer bde 1.5kg,105.73,257745,Precio por cada  1  Kilogramo :  $70.49,http://www.cotodigital.com.ar/s.asp?id=257745,Baldes y potes,2014-02-22
Helado FRIGOR chocolate suizo y frutilla pot 500 grm,49.67,256210,Precio por cada  1  Kilo :  $99.34,http://www.cotodigital.com.ar/s.asp?id=256210,Baldes y potes,2014-02-22
Helado FRIGOR chocolate y dulce de leche bde 1 kg,76.53,257792,Precio por cada  1  Kilogramo :  $76.53,http://www.cotodigital.com.ar/s.asp?id=257792,Baldes y potes,2014-02-22
Helado FRIGOR crema americana pot 500 grm,43.13,256214,Precio por cada  1  Kilo :  $86.26,http://www.cotodigital.com.ar/s.asp?id=256214,Baldes y potes,2014-02-22
Helado LA FRUTTA anana pot 360 grm,43.95,242454,Precio por cada  1  Kilo :  $122.08,http://www.cotodigital.com.ar/s.asp?id=242454,Baldes y potes,2014-02-22
Helado palito LUXOR bombon c/ dulce leche cja 265 grm,43.67,226849,Precio por cada  1  Kilo :  $164.79,http://www.cotodigital.com.ar/s.asp?id=226849,Baldes y potes,2014-02-22
Palito helado torpedo limon y frutilla cja 6u  63g,49.5,257789,Precio por cada  1  Unidad :  $8.25,http://www.cotodigital.com.ar/s.asp?id=257789,Postres,2014-02-22
Palito helado torpedo limon y frutilla cja 6u 63g,49.5,257758,Precio por cada  1  Unidad :  $8.25,http://www.cotodigital.com.ar/s.asp?id=257758,Postres,2014-02-22
Postre helado COTO almendrado x uni,64.9,40575,,http://www.cotodigital.com.ar/s.asp?id=40575,Postres,2014-02-22
Postre helado COTO mixto  x uni,64.9,40573,,http://www.cotodigital.com.ar/s.asp?id=40573,Postres,2014-02-22
Postre helado FRIGOR luxor crema american cja 5 un 53 grm,47.3,257951,Precio por cada  1  Unidad :  $9.46,http://www.cotodigital.com.ar/s.asp?id=257951,Postres,2014-02-22
Postre helado ICE CREAM princesa chocolate est 1 ltr,55.5,34750,Precio por cada  1  Litro :  $55.5,http://www.cotodigital.com.ar/s.asp?id=34750,Postres,2014-02-22
Postre helado novelty crocante almendrado cja 600 gr,73.93,257080,Precio por cada  1  Kilo :  $123.21,http://www.cotodigital.com.ar/s.asp?id=257080,Postres,2014-02-22
Postre helado novelty dulce d leche y chocolat cja 524 grm,62.05,257067,Precio por cada  1  Kilo :  $118.41,http://www.cotodigital.com.ar/s.asp?id=257067,Postres,2014-02-22
